date_date,Ticker,Share_Volume,Call_Delta,Put_Delta,Call_Volume,Put_Volume,Total_Option_Delta,NOPE,NOPE_MAD,uniqueKey,ticker,date,open,high,low,close,adjustedClose,volume,nextDay_date,nextDay_open,nextDay_high,nextDay_low,nextDay_close,nextDay_adjClose,nextDay_volume,isDayBeforeExDiv,Min2Day_date,Min3Day_date,Min5Day_date,Min14Day_date,Min30Day_date,Min2Day_closeLow,Min3Day_closeLow,Min5Day_closeLow,Min14Day_closeLow,Min30Day_closeLow,Min2Day_%diff,Min3Day_%diff,Min5Day_%diff,Min14Day_%diff,Min30Day_%diff
7/11/11,SPY,195918600,36150680,-67180174,937722,2221101,-31029494,-15.838,-1.2997,SPY2011-07-11,SPY,7/11/11 0:00,132.75,133.179993,131.660004,131.970001,109.624939,195918600,7/12/11 0:00,131.690002,132.779999,131.360001,131.399994,109.151451,214675700,FALSE,7/12/11 0:00,7/14/11 0:00,7/18/11 0:00,7/29/11 0:00,8/8/11 0:00,131.399994,130.929993,130.610001,129.330002,112.260002,-0.432%,-0.788%,-1.031%,-2.000%,-14.935%
7/12/11,SPY,214675700,26639570,-61423544,747872,1811172,-34783974,-16.203,-1.065,SPY2011-07-12,SPY,7/12/11 0:00,131.690002,132.779999,131.360001,131.399994,109.151451,214675700,7/13/11 0:00,132.089996,133.220001,131.520004,131.839996,109.516937,204062600,FALSE,7/14/11 0:00,7/14/11 0:00,7/18/11 0:00,8/1/11 0:00,8/8/11 0:00,130.929993,130.929993,130.610001,128.779999,112.260002,-0.358%,-0.358%,-0.601%,-1.994%,-14.566%
7/13/11,SPY,204062600,23351694,-57828630,720139,1729382,-34476936,-16.8953,-0.9454,SPY2011-07-13,SPY,7/13/11 0:00,132.089996,133.220001,131.520004,131.839996,109.516937,204062600,7/14/11 0:00,132.169998,132.779999,130.679993,130.929993,108.761032,226111800,FALSE,7/14/11 0:00,7/18/11 0:00,7/18/11 0:00,8/2/11 0:00,8/8/11 0:00,130.929993,130.610001,130.610001,125.489998,112.260002,-0.690%,-0.933%,-0.933%,-4.816%,-14.851%
7/14/11,SPY,226111800,39805190,-96569512,1169638,2795160,-56764321,-25.1045,-2.2408,SPY2011-07-14,SPY,7/14/11 0:00,132.169998,132.779999,130.679993,130.929993,108.761032,226111800,7/15/11 0:00,131.660004,131.869995,130.770004,131.690002,109.392365,220012800,FALSE,7/18/11 0:00,7/18/11 0:00,7/18/11 0:00,8/2/11 0:00,8/8/11 0:00,130.610001,130.610001,130.610001,125.489998,112.260002,-0.244%,-0.244%,-0.244%,-4.155%,-14.260%
7/15/11,SPY,220012800,58593113,-68346178,1244212,2512301,-9753065,-4.433,1.053,SPY2011-07-15,SPY,7/15/11 0:00,131.660004,131.869995,130.770004,131.690002,109.392365,220012800,7/18/11 0:00,131.080002,131.279999,129.630005,130.610001,108.495216,196872100,FALSE,7/18/11 0:00,7/18/11 0:00,7/18/11 0:00,8/4/11 0:00,8/8/11 0:00,130.610001,130.610001,130.610001,120.260002,112.260002,-0.820%,-0.820%,-0.820%,-8.679%,-14.754%
7/18/11,SPY,196872100,25971838,-45953208,742657,1519413,-19981370,-10.1494,0.0707,SPY2011-07-18,SPY,7/18/11 0:00,131.080002,131.279999,129.630005,130.610001,108.495216,196872100,7/19/11 0:00,131.339996,132.889999,131.309998,132.729996,110.256264,166554900,FALSE,7/20/11 0:00,7/20/11 0:00,7/20/11 0:00,8/5/11 0:00,8/8/11 0:00,132.649994,132.649994,132.649994,120.080002,112.260002,1.562%,1.562%,1.562%,-8.062%,-14.049%
7/19/11,SPY,166554900,33568230,-36049141,791178,1390832,-2480911,-1.4895,1.4512,SPY2011-07-19,SPY,7/19/11 0:00,131.339996,132.889999,131.309998,132.729996,110.256264,166554900,7/20/11 0:00,133.070007,133.149994,132.419998,132.649994,110.189827,137145400,FALSE,7/20/11 0:00,7/20/11 0:00,7/20/11 0:00,8/8/11 0:00,8/8/11 0:00,132.649994,132.649994,132.649994,112.260002,112.260002,-0.060%,-0.060%,-0.060%,-15.422%,-15.422%
7/20/11,SPY,137145400,19709576,-32398220,564840,1099322,-12688643,-9.252,-0.1103,SPY2011-07-20,SPY,7/20/11 0:00,133.070007,133.149994,132.419998,132.649994,110.189827,137145400,7/21/11 0:00,133.399994,134.820007,132.669998,134.490005,111.718269,245246300,FALSE,7/21/11 0:00,7/25/11 0:00,7/27/11 0:00,8/8/11 0:00,8/8/11 0:00,134.490005,133.830002,130.600006,112.260002,112.260002,1.387%,0.890%,-1.545%,-15.371%,-15.371%
7/21/11,SPY,245246300,45399644,-46216110,989745,1800892,-816465,-0.3329,1.5093,SPY2011-07-21,SPY,7/21/11 0:00,133.399994,134.820007,132.669998,134.490005,111.718269,245246300,7/22/11 0:00,134.520004,134.720001,133.759995,134.580002,111.793022,126019400,FALSE,7/25/11 0:00,7/26/11 0:00,7/28/11 0:00,8/8/11 0:00,8/8/11 0:00,133.830002,133.330002,130.220001,112.260002,112.260002,-0.491%,-0.863%,-3.175%,-16.529%,-16.529%
7/22/11,SPY,126019400,28080760,-33917174,609265,1244751,-5836414,-4.6314,0.421,SPY2011-07-22,SPY,7/22/11 0:00,134.520004,134.720001,133.759995,134.580002,111.793022,126019400,7/25/11 0:00,133.300003,134.490005,133.160004,133.830002,111.170029,136653800,FALSE,7/26/11 0:00,7/27/11 0:00,7/29/11 0:00,8/8/11 0:00,8/8/11 0:00,133.330002,130.600006,129.330002,112.260002,112.260002,-0.929%,-2.957%,-3.901%,-16.585%,-16.585%
7/25/11,SPY,136653800,23595983,-42055762,565271,1366145,-18459778,-13.5084,-1.4845,SPY2011-07-25,SPY,7/25/11 0:00,133.300003,134.490005,133.160004,133.830002,111.170029,136653800,7/26/11 0:00,133.740005,133.960007,133.029999,133.330002,110.754669,131278200,FALSE,7/27/11 0:00,7/28/11 0:00,8/1/11 0:00,8/8/11 0:00,8/8/11 0:00,130.600006,130.220001,128.779999,112.260002,112.260002,-2.414%,-2.697%,-3.773%,-16.117%,-16.117%
7/26/11,SPY,131278200,22469316,-33866787,571626,1054392,-11397470,-8.6819,-0.5234,SPY2011-07-26,SPY,7/26/11 0:00,133.740005,133.960007,133.029999,133.330002,110.754669,131278200,7/27/11 0:00,132.589996,132.630005,130.429993,130.600006,108.486916,249020100,FALSE,7/28/11 0:00,7/29/11 0:00,8/2/11 0:00,8/8/11 0:00,8/8/11 0:00,130.220001,129.330002,125.489998,112.260002,112.260002,-2.333%,-3.000%,-5.880%,-15.803%,-15.803%
7/27/11,SPY,249020100,42387758,-115264542,1515654,3161368,-72876784,-29.2654,-5.0367,SPY2011-07-27,SPY,7/27/11 0:00,132.589996,132.630005,130.429993,130.600006,108.486916,249020100,7/28/11 0:00,130.600006,131.770004,130.009995,130.220001,108.171249,207939900,FALSE,7/29/11 0:00,8/1/11 0:00,8/2/11 0:00,8/8/11 0:00,8/8/11 0:00,129.330002,128.779999,125.489998,112.260002,112.260002,-0.972%,-1.394%,-3.913%,-14.043%,-14.043%
7/28/11,SPY,207939900,31424048,-75451022,1001722,2023246,-44026973,-21.1729,-2.9025,SPY2011-07-28,SPY,7/28/11 0:00,130.600006,131.770004,130.009995,130.220001,108.171249,207939900,7/29/11 0:00,128.910004,130.550003,127.970001,129.330002,107.431946,307038400,FALSE,8/1/11 0:00,8/2/11 0:00,8/4/11 0:00,8/8/11 0:00,8/8/11 0:00,128.779999,125.489998,120.260002,112.260002,112.260002,-1.106%,-3.632%,-7.649%,-13.792%,-13.792%
7/29/11,SPY,307038400,57980913,-113477878,1690050,2902353,-55496964,-18.0749,-2.2801,SPY2011-07-29,SPY,7/29/11 0:00,128.910004,130.550003,127.970001,129.330002,107.431946,307038400,8/1/11 0:00,130.839996,130.960007,127.529999,128.779999,106.97506,325790900,FALSE,8/2/11 0:00,8/2/11 0:00,8/5/11 0:00,8/8/11 0:00,8/8/11 0:00,125.489998,125.489998,120.080002,112.260002,112.260002,-2.969%,-2.969%,-7.152%,-13.199%,-13.199%
8/1/11,SPY,325790900,44036867,-85668618,1353157,2669228,-41631751,-12.7787,-0.9143,SPY2011-08-01,SPY,8/1/11 0:00,130.839996,130.960007,127.529999,128.779999,106.97506,325790900,8/2/11 0:00,127.809998,128.5,125.489998,125.489998,104.242119,346653800,FALSE,8/2/11 0:00,8/4/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,125.489998,120.260002,112.260002,112.260002,112.260002,-2.555%,-6.616%,-12.828%,-12.828%,-12.828%
8/2/11,SPY,346653800,35569593,-147286074,1559358,3076962,-111716481,-32.2271,-4.5555,SPY2011-08-02,SPY,8/2/11 0:00,127.809998,128.5,125.489998,125.489998,104.242119,346653800,8/3/11 0:00,125.660004,126.309998,123.529999,126.169998,104.806992,370830800,FALSE,8/4/11 0:00,8/5/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,120.260002,120.080002,112.260002,112.260002,112.260002,-4.168%,-4.311%,-10.543%,-10.543%,-10.543%
8/3/11,SPY,370830800,78713394,-140156921,2116185,3951136,-61443527,-16.5692,-1.27,SPY2011-08-03,SPY,8/3/11 0:00,125.660004,126.309998,123.529999,126.169998,104.806992,370830800,8/4/11 0:00,124.419998,124.620003,120.059998,120.260002,99.897659,520721800,FALSE,8/5/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,120.080002,112.260002,112.260002,112.260002,112.260002,-4.827%,-11.025%,-11.025%,-11.025%,-11.025%
8/4/11,SPY,520721800,55343187,-280511736,2697363,5133267,-225168548,-43.2416,-5.2681,SPY2011-08-04,SPY,8/4/11 0:00,124.419998,124.620003,120.059998,120.260002,99.897659,520721800,8/5/11 0:00,121.760002,122.07,116.860001,120.080002,99.748146,655619200,FALSE,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,112.260002,112.260002,112.260002,112.260002,112.260002,-6.652%,-6.652%,-6.652%,-6.652%,-6.652%
8/5/11,SPY,655619200,71644168,-203278062,2664925,4655974,-131633893,-20.0778,-1.5752,SPY2011-08-05,SPY,8/5/11 0:00,121.760002,122.07,116.860001,120.080002,99.748146,655619200,8/8/11 0:00,116.910004,120.120003,112.019997,112.260002,93.25219,702263900,FALSE,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,8/8/11 0:00,112.260002,112.260002,112.260002,112.260002,112.260002,-6.512%,-6.512%,-6.512%,-6.512%,-6.512%
8/8/11,SPY,702263900,68031509,-312227666,3006042,5699622,-244196156,-34.7727,-3.6486,SPY2011-08-08,SPY,8/8/11 0:00,116.910004,120.120003,112.019997,112.260002,93.25219,702263900,8/9/11 0:00,114.07,117.639999,110.269997,117.480003,97.588379,717828700,FALSE,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,112.290001,112.290001,112.290001,112.290001,112.290001,0.027%,0.027%,0.027%,0.027%,0.027%
8/9/11,SPY,717828700,93158526,-124306649,2083169,4368081,-31148123,-4.3392,0.7622,SPY2011-08-09,SPY,8/9/11 0:00,114.07,117.639999,110.269997,117.480003,97.588379,717828700,8/10/11 0:00,115.260002,116.279999,111.949997,112.290001,93.27713,662607400,FALSE,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,8/10/11 0:00,112.290001,112.290001,112.290001,112.290001,112.290001,-4.418%,-4.418%,-4.418%,-4.418%,-4.418%
8/10/11,SPY,662607400,60888834,-166133863,2013175,4107693,-105245028,-15.8835,-0.8789,SPY2011-08-10,SPY,8/10/11 0:00,115.260002,116.279999,111.949997,112.290001,93.27713,662607400,8/11/11 0:00,113.260002,118.919998,112.32,117.330002,97.463768,487979700,FALSE,8/11/11 0:00,8/11/11 0:00,8/11/11 0:00,8/19/11 0:00,8/19/11 0:00,117.330002,117.330002,117.330002,112.639999,112.639999,4.488%,4.488%,4.488%,0.312%,0.312%
8/11/11,SPY,487979700,80532501,-84799518,2122001,3080038,-4267017,-0.8744,1.3799,SPY2011-08-11,SPY,8/11/11 0:00,113.260002,118.919998,112.32,117.330002,97.463768,487979700,8/12/11 0:00,118.400002,119.209999,117.279999,118.120003,98.120026,313731600,FALSE,8/12/11 0:00,8/12/11 0:00,8/18/11 0:00,8/19/11 0:00,8/19/11 0:00,118.120003,118.120003,114.510002,112.639999,112.639999,0.673%,0.673%,-2.403%,-3.997%,-3.997%
8/12/11,SPY,313731600,58518563,-74007074,1750766,2329935,-15488510,-4.9369,0.8448,SPY2011-08-12,SPY,8/12/11 0:00,118.400002,119.209999,117.279999,118.120003,98.120026,313731600,8/15/11 0:00,119.190002,120.739998,119,120.620003,100.196686,258810600,FALSE,8/16/11 0:00,8/16/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,119.589996,119.589996,112.639999,112.639999,112.639999,1.244%,1.244%,-4.639%,-4.639%,-4.639%
8/15/11,SPY,258810600,46512740,-59649628,1242214,2110374,-13136887,-5.0759,0.9025,SPY2011-08-15,SPY,8/15/11 0:00,119.190002,120.739998,119,120.620003,100.196686,258810600,8/16/11 0:00,119.470001,120.690002,118.309998,119.589996,99.341125,294095200,FALSE,8/16/11 0:00,8/18/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,119.589996,114.510002,112.639999,112.639999,112.639999,-0.854%,-5.065%,-6.616%,-6.616%,-6.616%
8/16/11,SPY,294095200,40842182,-63774016,1032210,1855725,-22931833,-7.7974,0.529,SPY2011-08-16,SPY,8/16/11 0:00,119.470001,120.690002,118.309998,119.589996,99.341125,294095200,8/17/11 0:00,120.25,121.199997,118.720001,119.669998,99.407585,238201100,FALSE,8/18/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,114.510002,112.639999,112.639999,112.639999,112.639999,-4.248%,-5.812%,-5.812%,-5.812%,-5.812%
8/17/11,SPY,238201100,39065277,-82707639,1186329,2335056,-43642362,-18.3216,-1.0125,SPY2011-08-17,SPY,8/17/11 0:00,120.25,121.199997,118.720001,119.669998,99.407585,238201100,8/18/11 0:00,116.5,119.709999,113.389999,114.510002,95.121269,512956300,FALSE,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,112.639999,112.639999,112.639999,112.639999,112.639999,-5.874%,-5.874%,-5.874%,-5.874%,-5.874%
8/18/11,SPY,512956300,61250685,-141894896,1893609,4149087,-80644211,-15.7215,-0.3203,SPY2011-08-18,SPY,8/18/11 0:00,116.5,119.709999,113.389999,114.510002,95.121269,512956300,8/19/11 0:00,112.959999,115.879997,112.5,112.639999,93.567879,428281300,FALSE,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,8/19/11 0:00,112.639999,112.639999,112.639999,112.639999,112.639999,-1.633%,-1.633%,-1.633%,-1.633%,-1.633%
8/19/11,SPY,428281300,38776051,-186594864,1605398,4080342,-147818812,-34.5144,-2.9755,SPY2011-08-19,SPY,8/19/11 0:00,112.959999,115.879997,112.5,112.639999,93.567879,428281300,8/22/11 0:00,115.169998,115.230003,112.410004,112.730003,93.642654,275090600,FALSE,8/22/11 0:00,8/22/11 0:00,8/22/11 0:00,8/22/11 0:00,10/3/11 0:00,112.730003,112.730003,112.730003,112.730003,109.93,0.080%,0.080%,0.080%,0.080%,-2.406%
8/22/11,SPY,275090600,29764968,-62227104,885909,1654277,-32462136,-11.8005,0.5277,SPY2011-08-22,SPY,8/22/11 0:00,115.169998,115.230003,112.410004,112.730003,93.642654,275090600,8/23/11 0:00,113.150002,116.57,112.580002,116.440002,96.724487,331136600,FALSE,8/23/11 0:00,8/25/11 0:00,8/25/11 0:00,9/9/11 0:00,10/3/11 0:00,116.440002,116.279999,116.279999,115.919998,109.93,3.291%,3.149%,3.149%,2.830%,-2.484%
8/23/11,SPY,331136600,42840495,-50745062,966574,1962858,-7904567,-2.3871,1.8284,SPY2011-08-23,SPY,8/23/11 0:00,113.150002,116.57,112.580002,116.440002,96.724487,331136600,8/24/11 0:00,116.190002,118.239998,115.919998,118.080002,98.086784,246869700,FALSE,8/25/11 0:00,8/25/11 0:00,8/25/11 0:00,9/9/11 0:00,10/3/11 0:00,116.279999,116.279999,116.279999,115.919998,109.93,-0.137%,-0.137%,-0.137%,-0.447%,-5.591%
8/24/11,SPY,246869700,35997350,-45810452,833202,1877515,-9813101,-3.975,1.1392,SPY2011-08-24,SPY,8/24/11 0:00,116.190002,118.239998,115.919998,118.080002,98.086784,246869700,8/25/11 0:00,118.730003,119.400002,115.870003,116.279999,96.591537,312365400,FALSE,8/25/11 0:00,8/25/11 0:00,8/25/11 0:00,9/9/11 0:00,10/3/11 0:00,116.279999,116.279999,116.279999,115.919998,109.93,-1.524%,-1.524%,-1.524%,-1.829%,-6.902%
8/25/11,SPY,312365400,28918802,-76479698,882535,2178255,-47560896,-15.226,-0.3802,SPY2011-08-25,SPY,8/25/11 0:00,118.730003,119.400002,115.870003,116.279999,96.591537,312365400,8/26/11 0:00,115.690002,118.510002,113.849998,117.970001,97.995422,314495900,FALSE,8/26/11 0:00,8/26/11 0:00,8/26/11 0:00,9/9/11 0:00,10/3/11 0:00,117.970001,117.970001,117.970001,115.919998,109.93,1.453%,1.453%,1.453%,-0.310%,-5.461%
8/26/11,SPY,314495900,86307897,-74100018,1785772,2912048,12207879,3.8817,2.1546,SPY2011-08-26,SPY,8/26/11 0:00,115.690002,118.510002,113.849998,117.970001,97.995422,314495900,8/29/11 0:00,119.559998,121.43,118.059998,121.360001,100.811424,190977200,FALSE,8/29/11 0:00,8/29/11 0:00,9/2/11 0:00,9/9/11 0:00,10/3/11 0:00,121.360001,121.360001,117.849998,115.919998,109.93,2.874%,2.874%,-0.102%,-1.738%,-6.815%
8/29/11,SPY,190977200,40784494,-38116150,950993,1520431,2668343,1.3972,1.8236,SPY2011-08-29,SPY,8/29/11 0:00,119.559998,121.43,118.059998,121.360001,100.811424,190977200,8/30/11 0:00,120.830002,122.43,119.260002,121.68,101.077255,241315700,FALSE,8/30/11 0:00,9/1/11 0:00,9/6/11 0:00,9/9/11 0:00,10/3/11 0:00,121.68,120.940002,116.989998,115.919998,109.93,0.264%,-0.346%,-3.601%,-4.483%,-9.418%
8/30/11,SPY,241315700,35076422,-40181172,900358,1635402,-5104749,-2.1154,1.3174,SPY2011-08-30,SPY,8/30/11 0:00,120.830002,122.43,119.260002,121.68,101.077255,241315700,8/31/11 0:00,122.459999,123.510002,121.300003,122.220001,101.525787,301828400,FALSE,9/1/11 0:00,9/2/11 0:00,9/6/11 0:00,9/9/11 0:00,10/3/11 0:00,120.940002,117.849998,116.989998,115.919998,109.93,-0.608%,-3.148%,-3.854%,-4.734%,-9.656%
8/31/11,SPY,301828400,47265452,-62659983,1164781,2201712,-15394531,-5.1004,0.9309,SPY2011-08-31,SPY,8/31/11 0:00,122.459999,123.510002,121.300003,122.220001,101.525787,301828400,9/1/11 0:00,122.290001,123.400002,120.779999,120.940002,100.46257,254585900,FALSE,9/2/11 0:00,9/6/11 0:00,9/6/11 0:00,9/9/11 0:00,10/3/11 0:00,117.849998,116.989998,116.989998,115.919998,109.93,-3.576%,-4.279%,-4.279%,-5.155%,-10.056%
9/1/11,SPY,254585900,30618598,-59360670,911512,1738922,-28742071,-11.2897,0.1295,SPY2011-09-01,SPY,9/1/11 0:00,122.290001,123.400002,120.779999,120.940002,100.46257,254585900,9/2/11 0:00,118.419998,120.870003,117.43,117.849998,97.895714,255517200,FALSE,9/6/11 0:00,9/6/11 0:00,9/9/11 0:00,9/22/11 0:00,10/3/11 0:00,116.989998,116.989998,115.919998,112.860001,109.93,-3.266%,-3.266%,-4.151%,-6.681%,-9.104%
9/2/11,SPY,255517200,35737571,-95552989,1316045,2421874,-59815418,-23.4095,-1.4816,SPY2011-09-02,SPY,9/2/11 0:00,118.419998,120.870003,117.43,117.849998,97.895714,255517200,9/6/11 0:00,114.389999,117.160004,114.379997,116.989998,97.181335,285130500,FALSE,9/6/11 0:00,9/6/11 0:00,9/9/11 0:00,9/22/11 0:00,10/3/11 0:00,116.989998,116.989998,115.919998,112.860001,109.93,-0.730%,-0.730%,-1.638%,-4.234%,-6.720%
9/6/11,SPY,285130500,37835146,-72798425,1158519,2394521,-34963278,-12.2622,0.1094,SPY2011-09-06,SPY,9/6/11 0:00,114.389999,117.160004,114.379997,116.989998,97.181335,285130500,9/7/11 0:00,118.760002,120.339996,118.360001,120.290001,99.922592,209803200,FALSE,9/8/11 0:00,9/9/11 0:00,9/9/11 0:00,9/22/11 0:00,10/3/11 0:00,119.040001,115.919998,115.919998,112.860001,109.93,1.752%,-0.915%,-0.915%,-3.530%,-6.035%
9/7/11,SPY,209803200,37266543,-43566461,898667,1778064,-6299918,-3.0028,1.2572,SPY2011-09-07,SPY,9/7/11 0:00,118.760002,120.339996,118.360001,120.290001,99.922592,209803200,9/8/11 0:00,119.57,120.940002,118.769997,119.040001,98.884254,250568200,FALSE,9/9/11 0:00,9/9/11 0:00,9/9/11 0:00,9/22/11 0:00,10/3/11 0:00,115.919998,115.919998,115.919998,112.860001,109.93,-3.633%,-3.633%,-3.633%,-6.177%,-8.613%
9/8/11,SPY,250568200,32229598,-62015835,968037,1730533,-29786236,-11.8875,0.0803,SPY2011-09-08,SPY,9/8/11 0:00,119.57,120.940002,118.769997,119.040001,98.884254,250568200,9/9/11 0:00,117.68,119.059998,115.279999,115.919998,96.292503,380195100,FALSE,9/9/11 0:00,9/9/11 0:00,9/9/11 0:00,9/22/11 0:00,10/3/11 0:00,115.919998,115.919998,115.919998,112.860001,109.93,-2.621%,-2.621%,-2.621%,-5.192%,-7.653%
9/9/11,SPY,380195100,52884116,-146535047,1699216,4117934,-93650930,-24.6323,-1.6886,SPY2011-09-09,SPY,9/9/11 0:00,117.68,119.059998,115.279999,115.919998,96.292503,380195100,9/12/11 0:00,114.470001,116.760002,114.050003,116.669998,96.915512,305793500,FALSE,9/12/11 0:00,9/12/11 0:00,9/12/11 0:00,9/22/11 0:00,10/3/11 0:00,116.669998,116.669998,116.669998,112.860001,109.93,0.647%,0.647%,0.647%,-2.640%,-5.167%
9/12/11,SPY,305793500,49938474,-68193076,1198613,2393805,-18254602,-5.9696,0.821,SPY2011-09-12,SPY,9/12/11 0:00,114.470001,116.760002,114.050003,116.669998,96.915512,305793500,9/13/11 0:00,117.050003,118.18,116.220001,117.739998,97.804359,272514700,FALSE,9/13/11 0:00,9/13/11 0:00,9/13/11 0:00,9/22/11 0:00,10/3/11 0:00,117.739998,117.739998,117.739998,112.860001,109.93,0.917%,0.917%,0.917%,-3.266%,-5.777%
9/13/11,SPY,272514700,40321131,-51647998,1135330,1908586,-11326867,-4.1564,1.0668,SPY2011-09-13,SPY,9/13/11 0:00,117.050003,118.18,116.220001,117.739998,97.804359,272514700,9/14/11 0:00,118.339996,120.800003,116.720001,119.370003,99.15834,319389500,FALSE,9/14/11 0:00,9/14/11 0:00,9/14/11 0:00,10/3/11 0:00,10/3/11 0:00,119.370003,119.370003,119.370003,109.93,109.93,1.384%,1.384%,1.384%,-6.633%,-6.633%
9/14/11,SPY,319389500,55450427,-55829380,1424792,2316492,-378952,-0.1186,1.5659,SPY2011-09-14,SPY,9/14/11 0:00,118.339996,120.800003,116.720001,119.370003,99.15834,319389500,9/15/11 0:00,120.650002,121.470001,119.400002,121.43,100.869568,326777200,FALSE,9/15/11 0:00,9/19/11 0:00,9/21/11 0:00,10/3/11 0:00,10/3/11 0:00,121.43,120.309998,116.629997,109.93,109.93,1.726%,0.787%,-2.295%,-7.908%,-7.908%
9/15/11,SPY,326777200,750533717,-60173242,8735813,2505063,690360474,211.2634,34.2849,SPY2011-09-15,SPY,9/15/11 0:00,120.650002,121.470001,119.400002,121.43,100.869568,326777200,9/16/11 0:00,121.290001,121.970001,120.32,121.519997,101.466553,284528300,TRUE,9/19/11 0:00,9/20/11 0:00,9/22/11 0:00,10/3/11 0:00,10/3/11 0:00,120.309998,120.169998,112.860001,109.93,109.93,-0.922%,-1.038%,-7.058%,-9.470%,-9.470%
9/16/11,SPY,284528300,56983165,-70178955,1479440,2951728,-13195790,-4.6378,0.3944,SPY2011-09-16,SPY,9/16/11 0:00,121.290001,121.970001,120.32,121.519997,101.466553,284528300,9/19/11 0:00,119.529999,120.93,118.720001,120.309998,100.456261,241517000,FALSE,9/20/11 0:00,9/21/11 0:00,9/22/11 0:00,10/3/11 0:00,10/3/11 0:00,120.169998,116.629997,112.860001,109.93,109.93,-1.111%,-4.024%,-7.126%,-9.538%,-9.538%
9/19/11,SPY,241517000,32633014,-43769432,811085,1777786,-11136418,-4.611,0.1537,SPY2011-09-19,SPY,9/19/11 0:00,119.529999,120.93,118.720001,120.309998,100.456261,241517000,9/20/11 0:00,120.82,121.989998,120.010002,120.169998,100.339333,218932200,FALSE,9/21/11 0:00,9/22/11 0:00,9/22/11 0:00,10/3/11 0:00,10/3/11 0:00,116.629997,112.860001,112.860001,109.93,109.93,-3.059%,-6.192%,-6.192%,-8.628%,-8.628%
9/20/11,SPY,218932200,25151005,-55555395,767938,1947656,-30404389,-13.8876,-1.5754,SPY2011-09-20,SPY,9/20/11 0:00,120.82,121.989998,120.010002,120.169998,100.339333,218932200,9/21/11 0:00,120.230003,120.599998,116.440002,116.629997,97.383522,316251300,FALSE,9/22/11 0:00,9/22/11 0:00,9/22/11 0:00,10/3/11 0:00,10/3/11 0:00,112.860001,112.860001,112.860001,109.93,109.93,-6.083%,-6.083%,-6.083%,-8.521%,-8.521%
9/21/11,SPY,316251300,23715991,-79453157,1221662,1828616,-55737165,-17.6243,-2.2444,SPY2011-09-21,SPY,9/21/11 0:00,120.230003,120.599998,116.440002,116.629997,97.383522,316251300,9/22/11 0:00,113.25,114.209999,111.300003,112.860001,94.235657,513911300,FALSE,9/22/11 0:00,9/22/11 0:00,9/22/11 0:00,10/3/11 0:00,10/3/11 0:00,112.860001,112.860001,112.860001,109.93,109.93,-3.232%,-3.232%,-3.232%,-5.745%,-5.745%
9/22/11,SPY,513911300,57485179,-128319731,1728905,3200568,-70834552,-13.7834,-1.3724,SPY2011-09-22,SPY,9/22/11 0:00,113.25,114.209999,111.300003,112.860001,94.235657,513911300,9/23/11 0:00,112.110001,114.160004,112.019997,113.540001,94.803452,307242500,FALSE,9/23/11 0:00,9/23/11 0:00,9/23/11 0:00,10/3/11 0:00,10/3/11 0:00,113.540001,113.540001,113.540001,109.93,109.93,0.603%,0.603%,0.603%,-2.596%,-2.596%
9/23/11,SPY,307242500,51703083,-72023224,1459766,2449453,-20320140,-6.6137,-0.1795,SPY2011-09-23,SPY,9/23/11 0:00,112.110001,114.160004,112.019997,113.540001,94.803452,307242500,9/26/11 0:00,114.610001,116.400002,112.980003,116.239998,97.057884,260673700,FALSE,9/26/11 0:00,9/28/11 0:00,9/30/11 0:00,10/3/11 0:00,10/3/11 0:00,116.239998,115.139999,113.150002,109.93,109.93,2.378%,1.409%,-0.343%,-3.179%,-3.179%
9/26/11,SPY,260673700,43649750,-34609405,1005440,1273264,9040345,3.4681,1.7578,SPY2011-09-26,SPY,9/26/11 0:00,114.610001,116.400002,112.980003,116.239998,97.057884,260673700,9/27/11 0:00,118.529999,119.559998,116.839996,117.540001,98.143349,311753900,FALSE,9/28/11 0:00,9/28/11 0:00,10/3/11 0:00,10/3/11 0:00,10/3/11 0:00,115.139999,115.139999,109.93,109.93,109.93,-0.946%,-0.946%,-5.428%,-5.428%,-5.428%
